timestamp,est_frame_id,est_x,est_y,est_z,est_qx,est_qy,est_qz,est_qw,est_roll_deg,est_pitch_deg,est_yaw_deg,gt_frame_id,gt_x,gt_y,gt_z,gt_qx,gt_qy,gt_qz,gt_qw,gt_roll_deg,gt_pitch_deg,gt_yaw_deg,pos_error_x,pos_error_y,pos_error_z,pos_error_magnitude,rot_error_deg,yaw_diff_deg,aligned_est_x,aligned_est_y,aligned_est_z
1750924094.921953,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.281650,-0.002391,0.004146,0.000163,-0.000582,-0.001285,-0.999999,-0.019,0.067,0.147,-0.296986,-0.007601,0.025388,0.298166,0.408,0.339,-0.005210,-0.021243,-0.015336
1750924095.020108,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.281650,-0.002391,0.004146,0.000163,-0.000582,-0.001285,-0.999999,-0.019,0.067,0.147,-0.296986,-0.007601,0.025388,0.298166,0.408,0.339,-0.005210,-0.021243,-0.015336
1750924095.120100,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.281650,-0.002391,0.004146,0.000163,-0.000582,-0.001285,-0.999999,-0.019,0.067,0.147,-0.296986,-0.007601,0.025388,0.298166,0.408,0.339,-0.005210,-0.021243,-0.015336
1750924095.220047,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.281650,-0.002391,0.004146,0.000163,-0.000582,-0.001285,-0.999999,-0.019,0.067,0.147,-0.296986,-0.007601,0.025388,0.298166,0.408,0.339,-0.005210,-0.021243,-0.015336
1750924095.320068,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.281650,-0.002391,0.004146,0.000163,-0.000582,-0.001285,-0.999999,-0.019,0.067,0.147,-0.296986,-0.007601,0.025388,0.298166,0.408,0.339,-0.005210,-0.021243,-0.015336
1750924095.462263,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.262712,0.007754,0.005207,0.000303,-0.000916,-0.001213,-0.999999,-0.035,0.105,0.139,-0.278048,0.002544,0.026449,0.279315,0.423,0.330,-0.005210,-0.021243,-0.015336
1750924095.520085,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.262712,0.007754,0.005207,0.000303,-0.000916,-0.001213,-0.999999,-0.035,0.105,0.139,-0.278048,0.002544,0.026449,0.279315,0.423,0.330,-0.005210,-0.021243,-0.015336
1750924095.620074,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.262712,0.007754,0.005207,0.000303,-0.000916,-0.001213,-0.999999,-0.035,0.105,0.139,-0.278048,0.002544,0.026449,0.279315,0.423,0.330,-0.005210,-0.021243,-0.015336
1750924095.720058,camera_init,0.015336,0.005210,-0.021243,0.001424,-0.000622,-0.001669,0.999997,0.163,-0.071,-0.191,map,-0.262712,0.007754,0.005207,0.000303,-0.000916,-0.001213,-0.999999,-0.035,0.105,0.139,-0.278048,0.002544,0.026449,0.279315,0.423,0.330,-0.005210,-0.021243,-0.015336
1750924095.820052,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.262712,0.007754,0.005207,0.000303,-0.000916,-0.001213,-0.999999,-0.035,0.105,0.139,-0.277723,0.002389,0.027305,0.279072,0.416,0.305,-0.005366,-0.022098,-0.015011
1750924095.948122,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.259565,0.018698,-0.014491,0.000268,-0.000950,-0.001183,-0.999999,-0.031,0.109,0.136,-0.274576,0.013332,0.007608,0.275005,0.413,0.302,-0.005366,-0.022098,-0.015011
1750924096.020051,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.259565,0.018698,-0.014491,0.000268,-0.000950,-0.001183,-0.999999,-0.031,0.109,0.136,-0.274576,0.013332,0.007608,0.275005,0.413,0.302,-0.005366,-0.022098,-0.015011
1750924096.120069,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.259565,0.018698,-0.014491,0.000268,-0.000950,-0.001183,-0.999999,-0.031,0.109,0.136,-0.274576,0.013332,0.007608,0.275005,0.413,0.302,-0.005366,-0.022098,-0.015011
1750924096.220232,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.259565,0.018698,-0.014491,0.000268,-0.000950,-0.001183,-0.999999,-0.031,0.109,0.136,-0.274576,0.013332,0.007608,0.275005,0.413,0.302,-0.005366,-0.022098,-0.015011
1750924096.320101,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.259565,0.018698,-0.014491,0.000268,-0.000950,-0.001183,-0.999999,-0.031,0.109,0.136,-0.274576,0.013332,0.007608,0.275005,0.413,0.302,-0.005366,-0.022098,-0.015011
1750924096.448070,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.254109,0.020299,-0.074512,0.000273,-0.001040,-0.001198,-0.999999,-0.031,0.119,0.137,-0.269120,0.014933,-0.052414,0.274582,0.419,0.304,-0.005366,-0.022098,-0.015011
1750924096.520083,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.254109,0.020299,-0.074512,0.000273,-0.001040,-0.001198,-0.999999,-0.031,0.119,0.137,-0.269120,0.014933,-0.052414,0.274582,0.419,0.304,-0.005366,-0.022098,-0.015011
1750924096.620404,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.254109,0.020299,-0.074512,0.000273,-0.001040,-0.001198,-0.999999,-0.031,0.119,0.137,-0.269120,0.014933,-0.052414,0.274582,0.419,0.304,-0.005366,-0.022098,-0.015011
1750924096.720089,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.254109,0.020299,-0.074512,0.000273,-0.001040,-0.001198,-0.999999,-0.031,0.119,0.137,-0.269120,0.014933,-0.052414,0.274582,0.419,0.304,-0.005366,-0.022098,-0.015011
1750924096.820080,camera_init,0.015011,0.005366,-0.022098,0.001617,-0.000638,-0.001451,0.999997,0.185,-0.073,-0.166,map,-0.254109,0.020299,-0.074512,0.000273,-0.001040,-0.001198,-0.999999,-0.031,0.119,0.137,-0.269120,0.014933,-0.052414,0.274582,0.419,0.304,-0.005366,-0.022098,-0.015011
1750924096.949240,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.270360,0.033349,-0.090468,0.000280,-0.000941,-0.001159,-0.999999,-0.032,0.108,0.133,-0.286021,0.028343,-0.068541,0.295482,0.431,0.311,-0.005006,-0.021927,-0.015661
1750924097.020071,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.270360,0.033349,-0.090468,0.000280,-0.000941,-0.001159,-0.999999,-0.032,0.108,0.133,-0.286021,0.028343,-0.068541,0.295482,0.431,0.311,-0.005006,-0.021927,-0.015661
1750924097.120089,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.270360,0.033349,-0.090468,0.000280,-0.000941,-0.001159,-0.999999,-0.032,0.108,0.133,-0.286021,0.028343,-0.068541,0.295482,0.431,0.311,-0.005006,-0.021927,-0.015661
1750924097.220267,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.270360,0.033349,-0.090468,0.000280,-0.000941,-0.001159,-0.999999,-0.032,0.108,0.133,-0.286021,0.028343,-0.068541,0.295482,0.431,0.311,-0.005006,-0.021927,-0.015661
1750924097.320060,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.270360,0.033349,-0.090468,0.000280,-0.000941,-0.001159,-0.999999,-0.032,0.108,0.133,-0.286021,0.028343,-0.068541,0.295482,0.431,0.311,-0.005006,-0.021927,-0.015661
1750924097.453870,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.255245,0.027836,-0.107346,0.000214,-0.001110,-0.001163,-0.999999,-0.024,0.127,0.133,-0.270906,0.022830,-0.085420,0.284970,0.436,0.311,-0.005006,-0.021927,-0.015661
1750924097.520088,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.255245,0.027836,-0.107346,0.000214,-0.001110,-0.001163,-0.999999,-0.024,0.127,0.133,-0.270906,0.022830,-0.085420,0.284970,0.436,0.311,-0.005006,-0.021927,-0.015661
1750924097.620296,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.255245,0.027836,-0.107346,0.000214,-0.001110,-0.001163,-0.999999,-0.024,0.127,0.133,-0.270906,0.022830,-0.085420,0.284970,0.436,0.311,-0.005006,-0.021927,-0.015661
1750924097.720099,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.255245,0.027836,-0.107346,0.000214,-0.001110,-0.001163,-0.999999,-0.024,0.127,0.133,-0.270906,0.022830,-0.085420,0.284970,0.436,0.311,-0.005006,-0.021927,-0.015661
1750924097.820136,camera_init,0.015661,0.005006,-0.021927,0.001801,-0.000633,-0.001550,0.999997,0.207,-0.072,-0.178,map,-0.255245,0.027836,-0.107346,0.000214,-0.001110,-0.001163,-0.999999,-0.024,0.127,0.133,-0.270906,0.022830,-0.085420,0.284970,0.436,0.311,-0.005006,-0.021927,-0.015661
1750924097.961103,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.020093,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.120098,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.220103,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.320104,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.420263,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.275337,0.012019,-0.122099,0.000209,-0.000918,-0.001115,-0.999999,-0.024,0.105,0.128,-0.291463,0.010593,-0.098813,0.307940,0.377,0.269,-0.001425,-0.023286,-0.016126
1750924098.520068,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.300381,0.043127,-0.137309,0.000246,-0.000714,-0.001043,-0.999999,-0.028,0.082,0.119,-0.316506,0.041701,-0.114023,0.338994,0.362,0.261,-0.001425,-0.023286,-0.016126
1750924098.620088,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.300381,0.043127,-0.137309,0.000246,-0.000714,-0.001043,-0.999999,-0.028,0.082,0.119,-0.316506,0.041701,-0.114023,0.338994,0.362,0.261,-0.001425,-0.023286,-0.016126
1750924098.720116,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.300381,0.043127,-0.137309,0.000246,-0.000714,-0.001043,-0.999999,-0.028,0.082,0.119,-0.316506,0.041701,-0.114023,0.338994,0.362,0.261,-0.001425,-0.023286,-0.016126
1750924098.820334,camera_init,0.016126,0.001425,-0.023286,0.001410,-0.000725,-0.001234,0.999998,0.162,-0.083,-0.142,map,-0.300381,0.043127,-0.137309,0.000246,-0.000714,-0.001043,-0.999999,-0.028,0.082,0.119,-0.316506,0.041701,-0.114023,0.338994,0.362,0.261,-0.001425,-0.023286,-0.016126
1750924098.920109,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.300381,0.043127,-0.137309,0.000246,-0.000714,-0.001043,-0.999999,-0.028,0.082,0.119,-0.316733,0.040771,-0.113839,0.339030,0.363,0.273,-0.002356,-0.023470,-0.016352
1750924099.020111,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.304812,0.079669,-0.133736,0.000385,-0.000858,-0.001077,-0.999999,-0.044,0.098,0.123,-0.321164,0.077313,-0.110266,0.348256,0.381,0.277,-0.002356,-0.023470,-0.016352
1750924099.120109,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.304812,0.079669,-0.133736,0.000385,-0.000858,-0.001077,-0.999999,-0.044,0.098,0.123,-0.321164,0.077313,-0.110266,0.348256,0.381,0.277,-0.002356,-0.023470,-0.016352
1750924099.220227,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.304812,0.079669,-0.133736,0.000385,-0.000858,-0.001077,-0.999999,-0.044,0.098,0.123,-0.321164,0.077313,-0.110266,0.348256,0.381,0.277,-0.002356,-0.023470,-0.016352
1750924099.320098,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.304812,0.079669,-0.133736,0.000385,-0.000858,-0.001077,-0.999999,-0.044,0.098,0.123,-0.321164,0.077313,-0.110266,0.348256,0.381,0.277,-0.002356,-0.023470,-0.016352
1750924099.420337,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.304812,0.079669,-0.133736,0.000385,-0.000858,-0.001077,-0.999999,-0.044,0.098,0.123,-0.321164,0.077313,-0.110266,0.348256,0.381,0.277,-0.002356,-0.023470,-0.016352
1750924099.520122,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.292296,0.079525,-0.118729,0.000246,-0.001078,-0.001121,-0.999999,-0.028,0.124,0.128,-0.308649,0.077169,-0.095259,0.332104,0.390,0.282,-0.002356,-0.023470,-0.016352
1750924099.620079,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.292296,0.079525,-0.118729,0.000246,-0.001078,-0.001121,-0.999999,-0.028,0.124,0.128,-0.308649,0.077169,-0.095259,0.332104,0.390,0.282,-0.002356,-0.023470,-0.016352
1750924099.720067,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.292296,0.079525,-0.118729,0.000246,-0.001078,-0.001121,-0.999999,-0.028,0.124,0.128,-0.308649,0.077169,-0.095259,0.332104,0.390,0.282,-0.002356,-0.023470,-0.016352
1750924099.820058,camera_init,0.016352,0.002356,-0.023470,0.001297,-0.000699,-0.001336,0.999998,0.149,-0.080,-0.153,map,-0.292296,0.079525,-0.118729,0.000246,-0.001078,-0.001121,-0.999999,-0.028,0.124,0.128,-0.308649,0.077169,-0.095259,0.332104,0.390,0.282,-0.002356,-0.023470,-0.016352
1750924099.920085,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.292296,0.079525,-0.118729,0.000246,-0.001078,-0.001121,-0.999999,-0.028,0.124,0.128,-0.308754,0.075317,-0.094667,0.331608,0.376,0.257,-0.004209,-0.024062,-0.016458
1750924100.020101,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.268685,0.045178,-0.132451,0.000051,-0.001078,-0.001071,-0.999999,-0.006,0.124,0.123,-0.285143,0.040969,-0.108389,0.307787,0.361,0.251,-0.004209,-0.024062,-0.016458
1750924100.120036,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.268685,0.045178,-0.132451,0.000051,-0.001078,-0.001071,-0.999999,-0.006,0.124,0.123,-0.285143,0.040969,-0.108389,0.307787,0.361,0.251,-0.004209,-0.024062,-0.016458
1750924100.220263,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.268685,0.045178,-0.132451,0.000051,-0.001078,-0.001071,-0.999999,-0.006,0.124,0.123,-0.285143,0.040969,-0.108389,0.307787,0.361,0.251,-0.004209,-0.024062,-0.016458
1750924100.320083,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.268685,0.045178,-0.132451,0.000051,-0.001078,-0.001071,-0.999999,-0.006,0.124,0.123,-0.285143,0.040969,-0.108389,0.307787,0.361,0.251,-0.004209,-0.024062,-0.016458
1750924100.420081,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.268685,0.045178,-0.132451,0.000051,-0.001078,-0.001071,-0.999999,-0.006,0.124,0.123,-0.285143,0.040969,-0.108389,0.307787,0.361,0.251,-0.004209,-0.024062,-0.016458
1750924100.520651,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.237876,0.043494,-0.145374,0.000049,-0.001147,-0.001076,-0.999999,-0.005,0.131,0.123,-0.254334,0.039285,-0.121312,0.284509,0.366,0.251,-0.004209,-0.024062,-0.016458
1750924100.620138,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.237876,0.043494,-0.145374,0.000049,-0.001147,-0.001076,-0.999999,-0.005,0.131,0.123,-0.254334,0.039285,-0.121312,0.284509,0.366,0.251,-0.004209,-0.024062,-0.016458
1750924100.720049,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.237876,0.043494,-0.145374,0.000049,-0.001147,-0.001076,-0.999999,-0.005,0.131,0.123,-0.254334,0.039285,-0.121312,0.284509,0.366,0.251,-0.004209,-0.024062,-0.016458
1750924100.820075,camera_init,0.016458,0.004209,-0.024062,0.001397,-0.000664,-0.001118,0.999998,0.160,-0.076,-0.128,map,-0.237876,0.043494,-0.145374,0.000049,-0.001147,-0.001076,-0.999999,-0.005,0.131,0.123,-0.254334,0.039285,-0.121312,0.284509,0.366,0.251,-0.004209,-0.024062,-0.016458
1750924100.920107,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.237876,0.043494,-0.145374,0.000049,-0.001147,-0.001076,-0.999999,-0.005,0.131,0.123,-0.253568,0.040339,-0.121102,0.283883,0.389,0.266,-0.003155,-0.024272,-0.015692
1750924101.036493,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.221816,0.026418,-0.133661,-0.000053,-0.001037,-0.000977,-0.999999,0.006,0.119,0.112,-0.237508,0.023263,-0.109389,0.262521,0.369,0.255,-0.003155,-0.024272,-0.015692
1750924101.120100,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.221816,0.026418,-0.133661,-0.000053,-0.001037,-0.000977,-0.999999,0.006,0.119,0.112,-0.237508,0.023263,-0.109389,0.262521,0.369,0.255,-0.003155,-0.024272,-0.015692
1750924101.220255,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.221816,0.026418,-0.133661,-0.000053,-0.001037,-0.000977,-0.999999,0.006,0.119,0.112,-0.237508,0.023263,-0.109389,0.262521,0.369,0.255,-0.003155,-0.024272,-0.015692
1750924101.320111,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.221816,0.026418,-0.133661,-0.000053,-0.001037,-0.000977,-0.999999,0.006,0.119,0.112,-0.237508,0.023263,-0.109389,0.262521,0.369,0.255,-0.003155,-0.024272,-0.015692
1750924101.420221,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.221816,0.026418,-0.133661,-0.000053,-0.001037,-0.000977,-0.999999,0.006,0.119,0.112,-0.237508,0.023263,-0.109389,0.262521,0.369,0.255,-0.003155,-0.024272,-0.015692
1750924101.530382,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.231482,0.008482,-0.094451,-0.000062,-0.000928,-0.000941,-0.999999,0.007,0.106,0.108,-0.247173,0.005327,-0.070179,0.256998,0.359,0.251,-0.003155,-0.024272,-0.015692
1750924101.620079,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.231482,0.008482,-0.094451,-0.000062,-0.000928,-0.000941,-0.999999,0.007,0.106,0.108,-0.247173,0.005327,-0.070179,0.256998,0.359,0.251,-0.003155,-0.024272,-0.015692
1750924101.720113,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.231482,0.008482,-0.094451,-0.000062,-0.000928,-0.000941,-0.999999,0.007,0.106,0.108,-0.247173,0.005327,-0.070179,0.256998,0.359,0.251,-0.003155,-0.024272,-0.015692
1750924101.820090,camera_init,0.015692,0.003155,-0.024272,0.001628,-0.000673,-0.001245,0.999998,0.187,-0.077,-0.143,map,-0.231482,0.008482,-0.094451,-0.000062,-0.000928,-0.000941,-0.999999,0.007,0.106,0.108,-0.247173,0.005327,-0.070179,0.256998,0.359,0.251,-0.003155,-0.024272,-0.015692
1750924101.920081,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.231482,0.008482,-0.094451,-0.000062,-0.000928,-0.000941,-0.999999,0.007,0.106,0.108,-0.247921,0.005227,-0.069830,0.257621,0.364,0.273,-0.003254,-0.024621,-0.016440
1750924102.047788,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.235054,-0.018593,-0.015893,-0.000060,-0.000867,-0.000927,-0.999999,0.007,0.099,0.106,-0.251493,-0.021848,0.008728,0.252592,0.359,0.271,-0.003254,-0.024621,-0.016440
1750924102.120088,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.235054,-0.018593,-0.015893,-0.000060,-0.000867,-0.000927,-0.999999,0.007,0.099,0.106,-0.251493,-0.021848,0.008728,0.252592,0.359,0.271,-0.003254,-0.024621,-0.016440
1750924102.220118,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.235054,-0.018593,-0.015893,-0.000060,-0.000867,-0.000927,-0.999999,0.007,0.099,0.106,-0.251493,-0.021848,0.008728,0.252592,0.359,0.271,-0.003254,-0.024621,-0.016440
1750924102.320077,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.235054,-0.018593,-0.015893,-0.000060,-0.000867,-0.000927,-0.999999,0.007,0.099,0.106,-0.251493,-0.021848,0.008728,0.252592,0.359,0.271,-0.003254,-0.024621,-0.016440
1750924102.420096,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.235054,-0.018593,-0.015893,-0.000060,-0.000867,-0.000927,-0.999999,0.007,0.099,0.106,-0.251493,-0.021848,0.008728,0.252592,0.359,0.271,-0.003254,-0.024621,-0.016440
1750924102.549464,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.219215,-0.047227,0.022764,-0.000063,-0.000986,-0.000972,-0.999999,0.007,0.113,0.111,-0.235655,-0.050482,0.047385,0.245615,0.370,0.276,-0.003254,-0.024621,-0.016440
1750924102.620129,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.219215,-0.047227,0.022764,-0.000063,-0.000986,-0.000972,-0.999999,0.007,0.113,0.111,-0.235655,-0.050482,0.047385,0.245615,0.370,0.276,-0.003254,-0.024621,-0.016440
1750924102.720101,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.219215,-0.047227,0.022764,-0.000063,-0.000986,-0.000972,-0.999999,0.007,0.113,0.111,-0.235655,-0.050482,0.047385,0.245615,0.370,0.276,-0.003254,-0.024621,-0.016440
1750924102.820718,camera_init,0.016440,0.003254,-0.024621,0.001431,-0.000669,-0.001439,0.999998,0.164,-0.076,-0.165,map,-0.219215,-0.047227,0.022764,-0.000063,-0.000986,-0.000972,-0.999999,0.007,0.113,0.111,-0.235655,-0.050482,0.047385,0.245615,0.370,0.276,-0.003254,-0.024621,-0.016440
1750924102.921321,camera_init,0.016078,0.007858,-0.024916,0.001704,-0.000623,-0.001507,0.999997,0.195,-0.071,-0.173,map,-0.219215,-0.047227,0.022764,-0.000063,-0.000986,-0.000972,-0.999999,0.007,0.113,0.111,-0.235293,-0.055085,0.047681,0.246314,0.387,0.284,-0.007858,-0.024916,-0.016078
1750924103.061435,camera_init,0.016078,0.007858,-0.024916,0.001704,-0.000623,-0.001507,0.999997,0.195,-0.071,-0.173,map,-0.185352,-0.046473,0.073944,0.000080,-0.001126,-0.000985,-0.999999,-0.009,0.129,0.113,-0.201430,-0.054331,0.098860,0.230866,0.404,0.286,-0.007858,-0.024916,-0.016078
